,WindGustDir,WindDir3pm,WindDir9am,RainToday,RainTomorrow
111268,N,NNE,N,No,No
111269,E,SSE,N,No,No
111270,N,N,N,No,Yes
111271,NNW,W,NNE,Yes,Yes
111272,WNW,W,WSW,Yes,Yes
111273,W,W,WNW,Yes,Yes
111274,W,SW,SSW,Yes,Yes
111275,WSW,SSW,WNW,Yes,Yes
111276,SSE,SSE,SSE,Yes,Yes
111277,SE,SSE,N,Yes,No
111278,ENE,SE,N,No,No
111279,NNW,NNE,NNE,No,No
111280,NNE,N,N,No,No
111281,N,NNE,N,No,No
111282,W,WNW,W,No,Yes
111283,N,W,NNW,Yes,Yes
111284,W,WNW,SW,Yes,Yes
111285,SW,SSW,WNW,Yes,Yes
111286,SSE,SSE,S,Yes,No
111287,SE,S,ENE,No,No
111288,ENE,NW,ENE,No,No
111289,NNW,WNW,N,No,Yes
111290,SW,SSW,SW,Yes,No
111291,WSW,WSW,N,No,No
111292,W,W,NNE,No,No
111293,NNW,N,N,No,Yes
111294,NW,WNW,W,Yes,Yes
111295,NW,NW,NW,Yes,Yes
111296,SSW,SW,W,Yes,Yes
111297,S,SSW,S,Yes,Yes
111298,W,S,E,No,No
111299,SSE,SSW,NNE,No,No
111300,W,W,N,No,No
111301,SW,SW,WNW,No,Yes
111302,SSE,SE,SSE,Yes,No
111303,S,S,N,No,No
111304,SSE,SSE,ENE,No,No
111305,N,NNW,NE,No,No
111306,N,N,NNE,No,No
111307,NNW,WSW,N,No,No
111308,WNW,W,SW,No,No
111309,SSE,SSE,SSW,No,No
111310,ENE,E,E,No,No
111311,W,SW,ENE,No,No
111312,WNW,WNW,NW,No,No
111313,WNW,NW,NW,No,No
111314,NNW,NNW,NW,No,No
111315,NNW,NNW,NW,No,Yes
111316,NW,NW,W,Yes,No
111317,NW,NW,NW,No,Yes
111318,W,WSW,WSW,Yes,No
111319,SE,SE,E,No,No
111320,NNE,N,NE,No,No
111321,SE,SSE,SE,No,No
111322,SE,SSE,ESE,No,No
111323,SE,SSE,SE,No,No
111324,SSE,SSE,SE,No,No
111325,SSE,SW,SSE,No,No
111326,WNW,NNW,SE,No,Yes
111327,NNW,NW,W,Yes,Yes
111328,WSW,W,WSW,Yes,No
111329,W,W,W,No,No
111330,W,SW,E,No,No
111331,NW,W,NW,No,Yes
111332,SW,SSW,S,Yes,No
111333,SSW,SSW,ESE,No,No
111334,S,SSE,N,No,No
111335,WNW,WNW,E,No,No
111336,SW,SSW,SW,No,No
111337,SE,SSE,S,No,No
111338,SE,SSE,SE,No,No
111339,ESE,SE,ESE,No,No
111340,SSE,SSE,E,No,No
111341,SSE,S,SE,No,No
111342,W,WNW,NNE,No,No
111343,NNW,NW,NNW,No,Yes
111344,SSW,SSW,SW,Yes,No
111345,E,WNW,SE,No,No
111346,SSE,SSE,S,No,No
111347,NW,NNW,N,No,No
111348,SSE,SSE,SE,No,No
111349,S,SSE,SSE,No,No
111350,SSW,SW,SW,No,Yes
111351,SSE,SE,SE,Yes,No
111352,WSW,SW,NE,No,No
111353,SSE,SSE,SE,No,No
111354,SSE,S,ESE,No,No
111355,SSE,S,SE,No,No
111356,NW,W,NNE,No,No
111357,SW,SW,SSW,No,No
111358,W,WNW,SE,No,No
111359,W,W,WNW,No,Yes
111360,WNW,W,W,Yes,Yes
111361,WSW,SW,SW,Yes,No
111362,SE,SE,ESE,No,No
111363,SE,SSE,ESE,No,No
111364,N,SSE,E,No,No
111365,SE,SW,SE,No,No
111366,SSE,SSE,SSE,No,No
111367,SSE,SSE,SSE,No,No
111368,SSE,SSE,ENE,No,No
111369,SE,SSE,SE,No,No
111370,S,SSE,SSE,No,No
111371,SSE,SSW,SSW,No,No
111372,S,SSE,SSW,No,No
111373,SSE,SE,SE,No,No
111374,S,SE,E,No,No
111375,SW,SSW,SSW,No,No
111376,S,S,S,No,No
111377,SW,SSW,S,No,Yes
111378,SSW,SSW,S,Yes,Yes
111379,SSW,SSW,SSW,Yes,No
111380,W,WSW,SW,No,No
111381,SW,SW,SSE,No,No
111382,SSE,S,SSE,No,No
111383,WSW,SW,E,No,No
111384,SW,SW,SSE,No,No
111385,SSW,SSW,SSW,No,No
111386,WSW,SW,NW,No,No
111387,SW,WSW,WSW,No,No
111388,SSE,SE,SSW,No,No
111389,SSE,SSE,ESE,No,No
111390,SSW,SW,WSW,No,No
111391,SSE,SSE,SSW,No,No
111392,SSE,SSE,ESE,No,No
111393,S,S,E,No,No
111394,SSE,SSE,SE,No,No
111395,N,WSW,N,No,No
111396,S,SSW,SSW,No,No
111397,SSE,SSE,SSE,No,No
111398,SW,WSW,E,No,No
111399,SSE,WNW,E,No,No
111400,SSE,SSE,SE,No,No
111401,SE,SE,SSE,No,No
111402,SSE,SSE,SSE,No,No
111403,SE,SSE,ESE,No,No
111404,W,NE,ESE,No,No
111405,SSE,SSE,E,No,No
111406,SE,SSE,SE,No,No
111407,SSE,S,SE,No,No
111408,SSE,SSE,SE,No,No
111409,SSE,SE,E,No,No
111410,E,E,ESE,No,No
111411,W,ESE,E,No,No
111412,WSW,W,NE,No,No
111413,NW,NNW,NW,No,No
111414,SW,WSW,WSW,No,Yes
111415,SSE,S,S,Yes,No
111416,SSE,SSE,SE,No,No
111417,SSE,ESE,ENE,No,No
111418,N,WSW,ENE,No,No
111419,N,W,N,No,No
111420,SSE,SSE,SSE,No,Yes
111421,SSE,SSE,SSE,No,No
111422,SSE,SSE,SE,No,No
111423,W,SE,SE,No,No
111424,SE,SSE,SSE,No,No
111425,SSE,SSE,SE,No,No
111426,SE,SSE,SSE,No,No
111427,SSE,SSE,SE,No,No
111428,SSE,SSE,ESE,No,No
111429,E,ESE,E,No,Yes
111430,NE,WSW,NE,Yes,Yes
111431,S,S,S,Yes,Yes
111432,SSW,S,S,Yes,No
111433,SSE,SE,S,No,No
111434,SE,SE,ESE,No,No
111435,WNW,W,ENE,No,No
111436,SSE,SE,WNW,No,No
111437,SSE,SSE,SSE,No,No
111438,SSE,SSE,ESE,No,No
111439,N,W,NNE,No,No
111440,SSE,SSE,SE,No,No
111441,SE,SE,SE,No,No
111442,SE,S,ESE,No,No
111443,SSW,S,SSE,No,No
111444,S,SSE,SSE,No,No
111445,SSE,SSE,ESE,No,No
111446,E,SSE,ESE,No,No
111447,SSE,ESE,ENE,No,No
111448,SSE,S,SSE,No,No
111449,SE,SE,SE,No,No
111450,SE,SE,SE,No,No
111451,SSE,SSE,ESE,No,No
111452,WNW,SW,N,No,Yes
111453,SW,SW,SSW,Yes,No
111454,S,SSW,W,No,Yes
111455,SSE,S,SSE,Yes,No
111456,SSE,SE,ENE,No,No
111457,SSE,SE,ESE,No,No
111458,S,SSE,SE,No,No
111459,W,W,SW,No,No
111460,WSW,W,NW,No,Yes
111461,SW,SW,SW,Yes,No
111462,SSW,S,E,No,No
111463,SSW,SSW,SE,No,No
111464,SSE,S,SE,No,No
111465,S,SSE,SE,No,No
111466,SSE,ENE,ESE,No,No
111467,WSW,WSW,E,No,No
111468,WNW,WSW,ENE,No,No
111469,WNW,W,NNE,No,No
111470,SW,SSW,WSW,No,No
111471,S,S,ESE,No,No
111472,SSE,S,SE,No,No
111473,SE,SSE,SE,No,No
111474,NNE,S,ESE,No,No
111475,NW,W,NW,No,Yes
111476,SSE,SSE,SSE,Yes,No
111477,ESE,SSE,ESE,No,No
111478,SSE,SSE,E,No,No
111479,SE,SSE,SE,No,No
111480,SSE,S,SW,No,No
111481,SE,SE,SE,No,No
111482,SE,SE,ESE,No,No
111483,SE,SE,ESE,No,No
111484,SSE,S,ESE,No,No
111485,SE,SE,SSE,No,Yes
111486,SSE,S,ESE,Yes,No
111487,SSE,SE,E,No,No
111488,SW,WSW,ESE,No,No
111489,NNW,W,ESE,No,No
111490,SW,W,WSW,No,No
111491,SSE,SSE,SW,No,No
111492,NW,WSW,ESE,No,No
111493,W,W,SE,No,No
111494,SSE,SSE,WSW,No,Yes
111495,S,SSE,SSE,Yes,No
111496,SE,SE,E,No,No
111497,SSE,S,E,No,No
111498,SE,SSE,SE,No,No
111499,SE,SSE,SE,No,No
111500,N,NNE,SSE,No,Yes
111501,NNW,NW,NW,Yes,No
111502,W,WSW,NW,No,No
111503,SSW,SSW,SW,No,Yes
111504,SE,ESE,SE,Yes,No
111505,N,N,ENE,No,Yes
111506,NW,WNW,W,Yes,Yes
111507,WSW,WSW,N,Yes,Yes
111508,WSW,SSW,N,Yes,No
111509,SW,S,N,No,No
111510,SSE,SE,E,No,No
111511,NE,ENE,E,No,No
111512,N,N,NNE,No,No
111513,NNW,NW,NW,No,Yes
111514,NW,WNW,WSW,Yes,Yes
111515,WNW,SW,SW,Yes,Yes
111516,NW,WSW,NW,Yes,Yes
111517,WSW,SW,W,Yes,No
111518,W,WSW,W,No,Yes
111519,SE,SW,S,Yes,No
111520,W,WSW,N,No,Yes
111521,SSW,SW,WSW,Yes,No
111522,SW,WSW,S,No,No
111523,W,W,W,No,Yes
111524,S,SW,SSW,Yes,No
111525,NW,WNW,N,No,Yes
111526,S,S,S,Yes,No
111527,SSE,S,S,No,No
111528,WSW,SW,NNW,No,No
111529,NNW,W,N,No,No
111530,NNW,NNW,N,No,No
111531,NNW,WNW,N,No,No
111532,NW,NNW,NW,No,Yes
111533,WSW,SW,W,Yes,No
111534,NW,WSW,NW,No,Yes
111535,WNW,NW,N,Yes,No
111536,W,W,SW,No,No
111537,W,W,N,No,No
111538,E,SSE,N,No,No
111539,W,NW,N,No,Yes
111540,WSW,WSW,WSW,Yes,Yes
111541,WNW,WSW,WNW,Yes,Yes
111542,N,N,N,Yes,Yes
111543,NNW,WSW,WSW,Yes,Yes
111544,W,WNW,N,Yes,Yes
111545,WSW,WSW,WSW,Yes,No
111546,NNW,NNW,N,No,Yes
111547,NNW,SW,W,Yes,Yes
111548,SSE,SE,N,Yes,No
111549,N,NNE,N,No,No
111550,SW,WSW,N,No,No
111551,NNE,ENE,N,No,No
111552,WSW,N,N,No,Yes
111553,SW,SSE,S,Yes,No
111554,N,N,N,No,No
111555,N,NW,N,No,Yes
111556,S,SSW,S,Yes,Yes
111557,SSE,S,S,Yes,No
111558,WNW,NW,NW,No,Yes
111559,SE,SE,ESE,Yes,No
111560,N,N,NNE,No,No
111561,N,NNE,NNE,No,Yes
111562,S,SSE,NNW,Yes,Yes
111563,ESE,SE,SE,Yes,Yes
111564,S,SSW,N,Yes,Yes
111565,SSE,SSE,SE,Yes,No
111566,E,ENE,ENE,No,No
111567,N,N,NNE,No,No
111568,NW,W,NNW,No,Yes
111569,SSW,S,WSW,Yes,Yes
111570,W,WSW,N,Yes,Yes
111571,SW,WSW,W,Yes,Yes
111572,SW,SE,N,Yes,No
111573,W,WNW,NNE,No,Yes
111574,WSW,SSE,SE,Yes,No
111575,NW,NW,WNW,No,Yes
111576,NW,N,NW,Yes,Yes
111577,WNW,W,NNW,Yes,Yes
111578,SW,SW,WSW,Yes,No
111579,WNW,NW,SSW,No,No
111580,N,NNW,N,No,No
111581,WSW,WNW,NNW,No,Yes
111582,S,SE,S,Yes,Yes
111583,ESE,ESE,E,Yes,No
111584,ESE,E,SE,No,No
111585,NNE,NW,N,No,No
111586,NNW,N,N,No,Yes
111587,W,SW,W,Yes,Yes
111588,SW,SW,SW,Yes,Yes
111589,SSW,SSW,S,Yes,Yes
111590,SSW,SSW,S,Yes,No
111591,N,E,N,No,No
111592,N,N,NNE,No,No
111593,N,N,N,No,Yes
111594,NNW,NW,N,Yes,Yes
111595,NNW,NW,NW,Yes,Yes
111596,NNW,W,W,Yes,Yes
111597,SSW,SSW,SSW,Yes,No
111598,N,NW,N,No,Yes
111599,NNW,NW,N,Yes,Yes
111600,W,W,SW,Yes,Yes
111601,SSW,SSE,SSE,Yes,Yes
111602,SSW,S,SSW,Yes,No
111603,SW,SW,N,No,Yes
111604,SW,SW,NW,Yes,No
111605,WSW,WSW,SW,No,No
111606,NNE,NNW,NNE,No,No
111607,WSW,S,NNW,No,Yes
111608,NW,WNW,N,Yes,Yes
111609,W,WNW,WNW,Yes,Yes
111610,WSW,S,SW,Yes,Yes
111611,N,NNW,N,Yes,No
111612,N,NNE,N,No,No
111613,NNW,NNW,N,No,Yes
111614,SSE,SSE,SE,Yes,No
111615,SE,SE,N,No,No
111616,WNW,N,NNE,No,Yes
111617,WNW,NW,W,Yes,Yes
111618,W,WSW,W,Yes,Yes
111619,SW,WSW,WSW,Yes,No
111620,NW,NNW,NNW,No,Yes
111621,NW,W,NW,Yes,Yes
111622,W,NW,N,Yes,Yes
111623,W,W,N,Yes,No
111624,NNW,WNW,N,No,Yes
111625,NW,SW,W,Yes,Yes
111626,NNW,NW,N,Yes,Yes
111627,SW,W,W,Yes,Yes
111628,S,SW,SSW,Yes,No
111629,WSW,W,NNW,No,Yes
111630,W,SSW,SW,Yes,No
111631,WNW,SW,N,No,Yes
111632,S,SSE,S,Yes,No
111633,S,S,N,No,No
111634,SE,SSE,NE,No,No
111635,N,NE,N,No,No
111636,N,N,N,No,Yes
111637,SSW,SW,WSW,Yes,Yes
111638,S,S,S,Yes,Yes
111639,S,SSE,S,Yes,No
111640,NNW,NNW,N,No,Yes
111641,S,SSE,S,Yes,Yes
111642,SSW,SW,S,Yes,No
111643,SW,S,W,No,Yes
111644,W,NW,NNE,Yes,No
111645,SW,SW,N,No,No
111646,SW,SSW,SSE,No,No
111647,NNW,NNW,N,No,Yes
111648,W,NW,W,Yes,Yes
111649,SW,W,SW,Yes,No
111650,NW,W,NW,No,Yes
111651,SSE,SSE,SSE,Yes,Yes
111652,SSE,SSE,SE,Yes,No
111653,SE,SSE,E,No,No
111654,ESE,SE,E,No,No
111655,NW,W,NNW,No,Yes
111656,SSE,SSE,S,Yes,No
111657,WSW,NNW,N,No,No
111658,NW,NW,NW,No,Yes
111659,SSW,SW,SSW,Yes,No
111660,NNW,NW,N,No,No
111661,NNW,NNW,NW,No,Yes
111662,W,WSW,SW,Yes,Yes
111663,SW,SSW,SSW,Yes,Yes
111664,NW,NW,NNW,Yes,Yes
111665,SSE,WSW,S,Yes,No
111666,W,WNW,WNW,No,Yes
111667,SW,SW,WNW,Yes,Yes
111668,SSW,SSE,S,Yes,No
111669,NNE,NNE,NNE,No,Yes
111670,W,W,WNW,Yes,Yes
111671,WSW,W,SW,No,Yes
111672,W,W,W,Yes,Yes
111673,NW,NW,WNW,Yes,Yes
111674,N,NNW,WNW,Yes,Yes
111675,NW,WSW,W,Yes,No
111676,NNW,N,NNE,No,Yes
111677,W,W,WNW,Yes,Yes
111678,W,SW,WSW,Yes,No
111679,S,SE,SE,No,No
111680,SSE,SSE,E,No,No
111681,N,N,NE,No,No
111682,WNW,NW,WNW,No,No
111683,WNW,WNW,WNW,No,Yes
111684,SW,SSW,SW,Yes,No
111685,SW,SW,SSW,No,Yes
111686,SSW,S,S,Yes,No
111687,WSW,W,ENE,No,No
111688,WNW,W,W,No,Yes
111689,SSW,SSE,SSE,Yes,No
111690,SE,SSE,E,No,No
111691,NNE,N,NE,No,No
111692,W,W,NNW,No,Yes
111693,SSW,SW,SSE,Yes,Yes
111694,W,W,W,Yes,Yes
111695,WSW,WNW,SE,Yes,No
111696,W,W,WSW,No,No
111697,NW,WNW,WNW,No,Yes
111698,WSW,SSW,W,Yes,Yes
111699,SSW,SSE,S,Yes,No
111700,S,S,SSE,No,No
111701,SSE,SSE,ESE,No,No
111702,W,SW,SSE,No,No
111703,WNW,SSE,SE,No,No
111704,S,S,SSW,No,No
111705,SSW,SW,SE,No,No
111706,SSW,SE,ENE,No,No
111707,WSW,WSW,SE,No,Yes
111708,WSW,SW,NNW,Yes,Yes
111709,W,WSW,SW,Yes,No
111710,SW,SSW,SW,No,No
111711,S,S,E,No,No
111712,N,N,NNE,No,No
111713,NW,NW,NW,No,No
111714,SSW,SSE,SW,No,No
111715,WSW,W,WSW,No,No
111716,WSW,W,ENE,No,No
111717,SSW,SSW,SSW,No,No
111718,SSE,S,SSW,No,No
111719,WSW,SW,W,No,No
111720,SSW,SSW,E,No,No
111721,SE,SSE,SE,No,No
111722,SSE,S,ESE,No,No
111723,SW,SSE,E,No,No
111724,NW,WSW,N,No,No
111725,SSE,SSE,SE,No,No
111726,SSE,SSE,SSE,No,No
111727,SSE,SSE,SSE,No,No
111728,SW,SW,N,No,No
111729,SSW,S,SE,No,No
111730,SSW,SW,ESE,No,No
111731,SW,WSW,NW,No,Yes
111732,SW,SW,SSW,Yes,No
111733,W,WSW,NNW,No,No
111734,WSW,WSW,WNW,No,No
111735,S,SSE,SSW,No,No
111736,SSE,S,ESE,No,No
111737,SSE,SE,NNE,No,No
111738,ESE,SSE,ESE,No,No
111739,SSW,SE,SSW,No,Yes
111740,SSE,SSE,SSE,Yes,No
111741,SSE,SSE,SSE,No,No
111742,S,S,E,No,No
111743,S,S,N,No,No
111744,SE,SE,SE,No,No
111745,ESE,SE,NE,No,No
111746,SW,SSW,SSW,No,No
111747,SSE,SSE,SSE,No,No
111748,SSE,SSE,E,No,No
111749,S,W,NE,No,No
111750,SSW,S,S,No,No
111751,SSE,S,ESE,No,No
111752,S,SE,S,No,No
111753,SSE,SSE,SSE,No,No
111754,NNW,W,NW,No,Yes
111755,SSW,SSW,S,Yes,No
111756,SSE,S,SSW,No,No
111757,SSW,SSE,S,No,No
111758,SSE,SSW,SE,No,No
111759,S,SSE,ESE,No,No
111760,SSE,SE,E,No,No
111761,SSE,SE,ESE,No,No
111762,SE,SSE,ENE,No,No
111763,SE,SE,SE,No,No
111764,WSW,WNW,SW,No,Yes
111765,WSW,SW,SW,Yes,No
111766,WSW,SW,SSW,No,No
111767,SSE,SSE,SE,No,No
111768,SSE,SSE,ESE,No,No
111769,SSE,SSE,SE,No,No
111770,SW,WSW,ESE,No,Yes
111771,SSW,SSW,SW,Yes,No
111772,S,SSW,S,No,No
111773,SE,SSW,E,No,No
111774,SSE,S,SSE,No,No
111775,SSE,SSE,S,No,No
111776,SSE,SE,ESE,No,No
111777,W,WSW,N,No,No
111778,SSW,S,S,No,No
111779,SW,SE,SSW,No,No
111780,SSW,SW,SSE,No,No
111781,SSW,SSW,SSW,No,No
111782,SW,S,SSW,No,No
111783,SSE,S,E,No,No
111784,SE,SE,ESE,No,No
111785,SSE,WSW,ESE,No,No
111786,SSE,SSE,SSE,No,No
111787,SSE,SE,SE,No,No
111788,SSE,SSE,SSE,No,No
111789,SSE,SSE,SE,No,No
111790,SE,S,SE,No,No
111791,SSE,SE,SE,No,No
111792,WSW,SW,E,No,No
111793,SSE,SSE,SSE,No,No
111794,SSE,SSE,SSW,No,No
111795,SSE,SSE,SE,No,No
111796,SSE,SSW,E,No,No
111797,SSW,SSW,SSW,No,No
111798,SSE,SE,SSE,No,No
111799,SSE,SSE,SE,No,No
111800,SE,SE,SE,No,Yes
111801,SE,ESE,SE,Yes,Yes
111802,E,ENE,E,Yes,Yes
111803,NNE,W,ENE,Yes,Yes
111804,SSE,S,S,Yes,No
111805,SSE,SSE,SE,No,No
111806,SSE,SSE,ESE,No,No
111807,SSE,SSE,E,No,No
111808,SSE,SE,E,No,No
111809,W,WNW,NNE,No,No
111810,WSW,SW,SSW,No,Yes
111811,SW,SW,SW,Yes,No
111812,WSW,WNW,NNW,No,No
111813,SE,S,E,No,No
111814,W,WNW,ENE,No,No
111815,N,W,ENE,No,No
111816,SSE,SW,SSE,No,No
111817,SSE,SE,SE,No,No
111818,SSE,SSE,SSE,No,No
111819,S,SSE,ESE,No,No
111820,N,NNW,E,No,No
111821,SSE,SSE,SSE,No,No
111822,SE,SSE,SE,No,No
111823,ESE,SSE,ESE,No,No
111824,SE,SSE,SE,No,No
111825,SE,SSE,SSE,No,No
111826,SSE,SSE,SE,No,Yes
111827,SSE,SSE,SE,Yes,No
111828,S,SSE,ESE,No,No
111829,SE,SSE,E,No,No
111830,N,SSE,E,No,Yes
111831,NW,WNW,SW,Yes,Yes
111832,NW,W,NW,Yes,Yes
111833,SW,SE,S,Yes,No
111834,NNW,W,NE,No,No
111835,NW,WNW,NW,No,No
111836,SSW,SW,SW,No,Yes
111837,S,S,E,Yes,No
111838,SSE,ESE,ENE,No,No
111839,SE,SE,E,No,Yes
111840,SE,WSW,ESE,Yes,Yes
111841,SSW,SSW,SSW,Yes,Yes
111842,SSE,SSE,SSE,Yes,No
111843,W,WNW,N,No,Yes
111844,WSW,SW,WSW,Yes,No
111845,W,WSW,WSW,No,No
111846,SSW,SW,SW,No,No
111847,SSE,SSE,ESE,No,No
111848,SSE,SSE,ESE,No,No
111849,SE,SE,SE,No,No
111850,ENE,WNW,E,No,No
111851,N,N,NNE,No,No
111852,SSE,SE,SE,No,No
111853,S,S,E,No,No
111854,SSE,SE,SE,No,No
111855,S,SSE,SSE,No,Yes
111856,SSE,S,SSE,Yes,No
111857,SSE,SSE,N,No,No
111858,SSE,WSW,SE,No,No
111859,SSE,SSE,SE,No,No
111860,SW,W,N,No,No
111861,SSW,S,W,No,Yes
111862,ESE,SSE,E,Yes,No
111863,SSE,SSE,ESE,No,No
111864,SSE,SSE,SSE,No,No
111865,SSE,SSE,ESE,No,No
111866,S,S,SSE,No,No
111867,WSW,SSW,ESE,No,No
111868,W,WNW,N,No,No
111869,N,WNW,N,No,No
111870,SSE,S,N,No,No
111871,SE,SSE,SE,No,No
111872,SE,SE,SE,No,No
111873,SSE,SSE,ESE,No,No
111874,SW,SW,N,No,No
111875,SW,SSW,N,No,No
111876,SSW,SSW,N,No,No
111877,SSE,SSE,SE,No,No
111878,SW,W,N,No,Yes
111879,S,S,S,Yes,Yes
111880,ENE,E,E,Yes,No
111881,NNE,NNE,NE,No,No
111882,NNW,NNW,N,No,Yes
111883,NW,NW,NW,Yes,Yes
111884,SW,SE,SW,Yes,No
111885,S,WSW,N,No,No
111886,N,N,NE,No,No
111887,N,NNW,N,No,Yes
111888,WSW,WSW,SW,Yes,Yes
111889,SSE,S,ESE,Yes,No
111890,SE,SE,SE,No,No
111891,N,NE,NNE,No,No
111892,ENE,NNW,N,No,No
111893,WNW,W,N,No,Yes
111894,WNW,W,SW,Yes,Yes
111895,SSE,S,SSE,Yes,No
111896,NE,N,NE,No,No
111897,NNW,NW,N,No,Yes
111898,WNW,WNW,NW,Yes,Yes
111899,WNW,NW,WSW,Yes,Yes
111900,W,SW,SW,Yes,Yes
111901,WNW,WSW,WSW,Yes,Yes
111902,W,WNW,WNW,Yes,Yes
111903,WNW,WSW,W,Yes,Yes
111904,NNW,NNW,N,Yes,Yes
111905,WSW,SSE,SSW,Yes,No
111906,S,SE,SE,No,No
111907,N,SSW,N,No,No
111908,NE,E,N,No,No
111909,N,NW,N,No,No
111910,W,NNW,N,No,No
111911,NW,WNW,NNW,No,No
111912,NW,NW,NNW,No,Yes
111913,SSE,SSE,N,Yes,No
111914,SE,ESE,N,No,No
111915,NE,N,N,No,No
111916,NNW,NNW,N,No,No
111917,SSE,SE,ESE,No,No
111918,NE,NNE,ENE,No,No
111919,NNE,N,NNE,No,No
111920,N,N,NNE,No,No
111921,N,ENE,SE,No,No
111922,N,N,NNE,No,No
111923,SSE,SSE,N,No,Yes
111924,SE,SSE,SE,Yes,Yes
111925,SW,SW,N,Yes,Yes
111926,W,WNW,N,Yes,Yes
111927,NNE,SE,NE,Yes,No
111928,N,NNE,N,No,No
111929,SSE,W,N,No,Yes
111930,NNE,SE,SE,Yes,Yes
111931,NNE,N,N,Yes,Yes
111932,SSE,SSE,SE,Yes,Yes
111933,SE,SE,SE,Yes,No
111934,SE,SE,SE,No,No
111935,SSE,SSE,N,No,No
111936,E,SE,ESE,No,No
111937,E,SW,NW,No,No
111938,W,SSW,S,No,No
111939,SE,ESE,SE,No,No
111940,E,SSE,ESE,No,No
111941,SSW,SSE,SE,No,No
111942,E,ESE,E,No,No
111943,SE,S,ESE,No,No
111944,W,SSW,SE,No,No
111945,SSE,SSW,SE,No,No
111946,E,WSW,ENE,No,No
111947,SSW,SW,SSW,No,No
111948,SSW,S,S,No,No
111949,W,SE,SE,No,No
111950,W,E,E,No,No
111951,W,WNW,NE,No,No
111952,SSE,SSW,S,No,No
111953,ESE,SSW,S,No,No
111954,ESE,SSE,S,No,No
111955,SW,SSW,ESE,No,No
111956,S,WSW,S,No,No
111957,SW,SW,S,No,No
111958,SW,SSW,SSE,No,No
111959,WSW,SW,W,No,No
111960,W,ESE,SE,No,No
111961,SW,SW,WNW,No,No
111962,SW,ENE,E,No,No
111963,WSW,SW,SE,No,No
111964,SSW,S,SSW,No,No
111965,W,ESE,SE,No,No
111966,S,SE,ENE,No,No
111967,WSW,S,ENE,No,No
111968,SW,SW,NNE,No,No
111969,WSW,WSW,WSW,No,No
111970,SSW,SSW,SE,No,No
111971,ESE,S,ESE,No,No
111972,SW,SW,S,No,No
111973,SSE,S,SE,No,No
111974,E,ESE,E,No,No
111975,E,NE,E,No,No
111976,ENE,NE,ENE,No,No
111977,NE,W,NNE,No,No
111978,WSW,SSW,NNE,No,No
111979,SE,E,ESE,No,No
111980,ESE,SE,ESE,No,No
111981,WSW,SW,NW,No,No
111982,WSW,SW,SW,No,No
111983,ESE,SSE,SE,No,No
111984,ESE,SE,E,No,No
111985,E,SSW,E,No,No
111986,E,NE,E,No,No
111987,ENE,WNW,NE,No,No
111988,ESE,S,S,No,No
111989,E,ENE,E,No,No
111990,WSW,WSW,W,No,No
111991,W,W,N,No,No
111992,W,S,NE,No,No
111993,SSW,W,ESE,No,No
111994,ENE,E,SE,No,No
111995,ENE,W,NE,No,No
111996,SSW,SSW,SSW,No,No
111997,SE,ESE,ESE,No,No
111998,E,E,ENE,No,No
111999,E,ENE,NE,No,No
112000,E,SSW,E,No,No
112001,E,E,E,No,No
112002,ENE,S,ENE,No,No
112003,SSW,WSW,NE,No,No
112004,NNE,NW,NE,No,No
112005,W,S,NNW,No,No
112006,W,W,E,No,No
112007,SSE,SSW,SSE,No,No
112008,ESE,E,E,No,No
112009,E,N,NE,No,No
112010,W,W,NNW,No,No
112011,W,WSW,NNW,No,No
112012,SW,SSW,SW,No,No
112013,W,SSW,WNW,No,No
112014,SSW,SW,N,No,No
112015,WSW,SW,NNW,No,No
112016,SW,WSW,NNW,No,No
112017,WSW,SSE,NNW,No,No
112018,E,NE,E,No,No
112019,N,W,NW,No,No
112020,ESE,S,S,No,No
112021,SE,ESE,SE,No,No
112022,W,S,ESE,No,No
112023,WSW,SW,SSE,No,No
112024,SSE,W,SSE,No,No
112025,ESE,SSW,E,No,No
112026,W,ESE,E,No,No
112027,E,ESE,E,No,No
112028,E,ESE,ENE,No,No
112029,ENE,ENE,NE,No,No
112030,ENE,NE,NE,No,No
112031,NE,SW,NE,No,No
112032,E,SW,ENE,No,No
112033,E,NE,ENE,No,No
112034,NW,SW,N,No,No
112035,ENE,ENE,ENE,No,No
112036,E,NE,E,No,Yes
112037,SE,SSE,SE,Yes,No
112038,SE,SSE,SE,No,No
112039,W,E,ESE,No,No
112040,SW,SW,ENE,No,Yes
112041,WSW,SW,N,Yes,No
112042,ENE,WSW,NNE,No,No
112043,SSW,SSW,S,No,No
112044,SSW,SSW,SE,No,No
112045,SSW,S,SSW,No,No
112046,SW,SSW,SSE,No,No
112047,WSW,NW,S,No,No
112048,SW,SW,NE,No,No
112049,E,E,SE,No,No
112050,SW,SW,NNW,No,No
112051,W,SSE,SE,No,No
112052,E,ESE,E,No,No
112053,ENE,NE,NE,No,No
112054,ENE,E,NE,No,No
112055,ENE,NNE,ENE,No,No
112056,E,SE,ENE,No,No
112057,NNE,ENE,ENE,No,No
112058,ENE,S,ENE,No,No
112059,W,E,ENE,No,No
112060,ENE,SSW,ENE,No,No
112061,N,W,NNE,No,No
112062,E,SW,SSW,No,No
112063,E,ESE,E,No,No
112064,E,ESE,E,No,No
